payer,plan,line_of_business,state,surgery,cpt,status,authority,policy_url,policy_title,effective_date,key_criterion,note
Independence Blue Cross,Independence Blue Cross (Pennie Exchange),ACA Marketplace,National,Lumbar microdiscectomy / decompression,63030,VERIFIED,Independence Blue Cross,https://guidelines.carelonmedicalbenefitsmanagement.com/wp-content/uploads/2025/12/PDF-Spine-Surgery-2025-11-15-UC0126.pdf,"Carelon Clinical Appropriateness Guidelines - Spine Surgery (2025-11-15, updated 2026-01-01)",11/15/2025 (Doc ID MSK03-1125.1-UC0126),Unremitting radicular pain which has not responded to at least 6 weeks of conservative management,Lumbar discectomy/foraminotomy/laminotomy criteria in Carelon Spine Surgery guideline; delegated to Carelon per IBX policy #00.01.66; lumbar decompression on IBX precert list.
Independence Blue Cross,Independence Blue Cross (Pennie Exchange),ACA Marketplace,National,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,VERIFIED,Independence Blue Cross,https://guidelines.carelonmedicalbenefitsmanagement.com/imaging-of-the-extremities-2025-11-15/,Carelon Clinical Appropriateness Guidelines - Imaging of the Extremities (2025-11-15),11/15/2025,"Knee pain with symptoms of locking, catching, or instability AND at least TWO of the following physical exam findings",IBX Commercial requires precertification of high-technology radiology through Carelon per IBX medical policy #09.00.46 (medpolicy.ibx.com Diagnostic Radiology Guidelines page). Quoted knee MRI (meniscal tear) criterion; shoulder MRI criteria also in 
Premera Blue Cross,Premera (Marketplace),ACA Marketplace,National,Total knee arthroplasty (TKA),27447,VERIFIED,Premera Blue Cross,https://www.premera.com/medicalpolicies/7.01.550.pdf,Knee Arthroplasty in Adults (7.01.550),"April 1, 2026","Documentation of three months of failed non-operative, conservative management for Kellgren-Lawrence grade 3 findings as demonstrated by a trial of one or more of the following medications","Fetched PDF; full MN criteria incl. Kellgren-Lawrence grading, pain/function, conservative care."
Premera Blue Cross,Premera (Marketplace),ACA Marketplace,National,Total hip arthroplasty (THA),27130,VERIFIED,Premera Blue Cross,https://www.premera.com/medicalpolicies/7.01.573.pdf,Hip Arthroplasty in Adults (7.01.573),"April 1, 2026",Documentation of three months of failed non-operative conservative management as demonstrated by a trial of one or more of the following medications,"Fetched PDF; criteria incl. Tonnis grade 3 radiographs, 3-mo pain, 12-wk conservative care."
Premera Blue Cross,Premera (Marketplace),ACA Marketplace,National,Arthroscopic rotator cuff repair,29827,VERIFIED,Premera Blue Cross,https://www.premera.com/medicalpolicies/7.01.602.pdf,Shoulder Arthroscopy in Adults (7.01.602),"August 1, 2026","Documentation of three months of failed non-operative, conservative management as demonstrated by a trial of one or more of the following medications","Fetched PDF; includes rotator cuff repair criteria (imaging-confirmed tear, 3-mo conservative care incl. 6 wks PT)."
Premera Blue Cross,Premera (Marketplace),ACA Marketplace,National,Total shoulder arthroplasty,23472,VERIFIED,Premera Blue Cross,https://www.premera.com/medicalpolicies/7.01.590.pdf,Shoulder Arthroplasty (7.01.590),"April 1, 2026",Documentation of three months of failed non-operative conservative management as demonstrated by a trial of one or more of the following: Anti-inflammatory medications or analgesics,"Fetched PDF; criteria incl. >=3-mo disabling pain/functional disability, radiographic destructive changes, 6 wks PT."
Premera Blue Cross,Premera (Marketplace),ACA Marketplace,National,ACL reconstruction,29888,VERIFIED,Premera Blue Cross,https://www.premera.com/medicalpolicies/7.01.549.pdf,Knee Arthroscopy in Adults (7.01.549),"December 1, 2025","Symptoms have not responded to 2 weeks of conservative care (e.g., physical therapy [PT], activity modification, oral analgesics)",Fetched PDF; ACL-specific criteria (positive Lachman/pivot shift/drawer or MRI-confirmed tear plus one qualifying factor).
Premera Blue Cross,Premera (Marketplace),ACA Marketplace,National,Lumbar fusion,22612,VERIFIED,Premera Blue Cross,https://www.premera.com/medicalpolicies/7.01.542.pdf,Lumbar Spinal Fusion in Adults (7.01.542),"December 1, 2025",Neurogenic claudication or radicular pain that results in significant functional impairment in an individual who has failed at least 3 months of conservative care,Fetched PDF; indication-by-indication criteria with imaging and conservative-care requirements.
Premera Blue Cross,Premera (Marketplace),ACA Marketplace,National,Cervical fusion / ACDF,22551,VERIFIED,Premera Blue Cross,https://www.premera.com/medicalpolicies/7.01.560.pdf,"Cervical Spine Surgeries: Discectomy, Laminectomy, and Fusion in Adults (7.01.560)","November 1, 2025","Symptoms have been unresponsive to at least 6 weeks of conservative nonsurgical therapy, including ALL of the following:",Fetched PDF; ACDF/cervical fusion MN criteria with conservative care and imaging concordance.
Premera Blue Cross,Premera (Marketplace),ACA Marketplace,National,Total ankle arthroplasty,27702,VERIFIED,Premera Blue Cross,https://www.premera.com/medicalpolicies/7.01.599.pdf,Total Ankle Arthroplasty in Adults (7.01.599),"Jun. 1, 2026","Disabling pain for at least 3 months duration, and Functional disability of the ankle joint, which interferes with the ability to carry out activities of daily living (ADLs)",Fetched PDF; full MN criteria for TAA.
Premera Blue Cross,Premera (Marketplace),ACA Marketplace,National,Bunionectomy / hallux valgus,28296,NOT FOUND,Premera Blue Cross,,,,,No Premera medical policy for bunionectomy/hallux valgus located (policy set covers other MSK surgery; searches of premera.com/medicalpolicies found none).
Premera Blue Cross,Premera (Marketplace),ACA Marketplace,National,Hip arthroscopy,29914-29916,VERIFIED,Premera Blue Cross,https://www.premera.com/medicalpolicies/7.01.592.pdf,Surgical Treatment of Femoroacetabular Impingement (7.01.592),"July 1, 2026","Unresponsive to conservative therapy for at least 3 months (including activity modifications, restriction of athletic pursuits, and avoidance of symptomatic motion)","Fetched PDF; FAI/hip arthroscopy criteria incl. alpha angle >50, positive impingement signs, Tonnis/Outerbridge exclusions."
Premera Blue Cross,Premera (Marketplace),ACA Marketplace,National,Lumbar microdiscectomy / decompression,63030,VERIFIED,Premera Blue Cross,https://www.premera.com/medicalpolicies/7.01.551.pdf,"Lumbar Spine Decompression Surgery: Discectomy, Foraminotomy, Laminotomy, Laminectomy in Adults (7.01.551)","September 1, 2025","Symptoms have been unresponsive to at least 6 weeks of conservative nonsurgical care, including ALL of the following",Fetched PDF; decompression/discectomy MN criteria with imaging-symptom correlation.
Premera Blue Cross,Premera (Marketplace),ACA Marketplace,National,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,NO PUBLIC CRITERIA (vendor),Premera Blue Cross,https://www.premera.com/wa/provider/utilization-review/carelon-medical-benefits-management/,Carelon Medical Benefits Management (Premera utilization review page),,,Premera delegates advanced imaging (MRI/CT) prior auth to Carelon Medical Benefits Management; page links Carelon Clinical Appropriateness Guidelines (guidelines.carelonmedicalbenefitsmanagement.com). No Premera-authored MRI criteria.
Regence BCBS,Regence (Marketplace),ACA Marketplace,National,Total knee arthroplasty (TKA),27447,NOT FOUND,Regence BCBS,,,,,"No TKA policy in Regence Medical Policy Manual. SUR229 Knee Surgeries (eff. 3/1/2026, fetched) covers partial knee arthroplasty etc. and discusses TKA only as comparator; no TKA criteria published."
Regence BCBS,Regence (Marketplace),ACA Marketplace,National,Total hip arthroplasty (THA),27130,NOT FOUND,Regence BCBS,,,,,No hip arthroplasty policy located in Regence Medical Policy Manual (surgery section probed; no 'Hip Surgeries'/arthroplasty policy found).
Regence BCBS,Regence (Marketplace),ACA Marketplace,National,Arthroscopic rotator cuff repair,29827,VERIFIED,Regence BCBS,https://blue.regence.com/trgmedpol/surgery/sur228.pdf,"Shoulder Surgeries, Surgery Policy No. 228 (SUR228)","December 1, 2025","Documentation of function-limiting pain (e.g., loss of shoulder function which interferes with the ability to carry out activities of daily living and/or demands of employment)","Fetched PDF (URL 302s to Bynder-hosted document); covers rotator cuff repair, labral repair, SAD, etc.; explicitly excludes arthroplasty."
Regence BCBS,Regence (Marketplace),ACA Marketplace,National,Total shoulder arthroplasty,23472,NOT FOUND,Regence BCBS,,,,,No shoulder arthroplasty policy: SUR228 Shoulder Surgeries (fetched) states arthroplasty is not addressed; no separate arthroplasty policy located.
Regence BCBS,Regence (Marketplace),ACA Marketplace,National,ACL reconstruction,29888,NOT FOUND,Regence BCBS,,,,,No ACL reconstruction criteria in Regence manual; SUR229 Knee Surgeries mentions ACL integrity only as an exclusion for partial knee arthroplasty.
Regence BCBS,Regence (Marketplace),ACA Marketplace,National,Lumbar fusion,22612,VERIFIED,Regence BCBS,https://blue.regence.com/trgmedpol/surgery/sur187.pdf,"Lumbar Spinal Fusion, Surgery Policy No. 187 (SUR187)","July 1, 2026",There is clinical documentation that a minimum of three months of conservative nonoperative therapy failed to adequately treat the individual's current symptoms,"Fetched PDF (URL 302s to Bynder-hosted document); detailed indication, imaging and conservative-care criteria."
Regence BCBS,Regence (Marketplace),ACA Marketplace,National,Cervical fusion / ACDF,22551,NOT FOUND,Regence BCBS,,,,,No cervical fusion/ACDF policy located in Regence Medical Policy Manual.
Regence BCBS,Regence (Marketplace),ACA Marketplace,National,Total ankle arthroplasty,27702,NOT FOUND,Regence BCBS,,,,,No total ankle arthroplasty/replacement policy located in Regence Medical Policy Manual.
Regence BCBS,Regence (Marketplace),ACA Marketplace,National,Bunionectomy / hallux valgus,28296,NOT FOUND,Regence BCBS,,,,,No bunionectomy/hallux valgus policy located in Regence Medical Policy Manual.
Regence BCBS,Regence (Marketplace),ACA Marketplace,National,Hip arthroscopy,29914-29916,VERIFIED,Regence BCBS,https://blue.regence.com/trgmedpol/surgery/sur160.pdf,"Femoroacetabular Impingement Surgery, Surgery Policy No. 160 (SUR160)","March 1, 2026","Positive impingement sign on clinical examination (i.e., pain elicited with 90 degrees of flexion and internal rotation and adduction of the femur)","Fetched PDF (URL 302s to Bynder-hosted document); FAI surgery criteria incl. alpha angle >50 degrees, >=3-mo conservative therapy."
Regence BCBS,Regence (Marketplace),ACA Marketplace,National,Lumbar microdiscectomy / decompression,63030,NOT FOUND,Regence BCBS,,,,,No standalone lumbar decompression/discectomy policy located; SUR187 addresses fusion only.
Regence BCBS,Regence (Marketplace),ACA Marketplace,National,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,NOT FOUND,Regence BCBS,,,,,"No MSK MRI policy in Regence manual. regence.com pre-authorization page metadata references eviCore (radiology) and Carelon programs, but vendor assignment for advanced imaging could not be verified from public pages (site is script-rendered)."
UPMC Health Plan,UPMC Health Plan (Marketplace),ACA Marketplace,National,Total knee arthroplasty (TKA),27447,NO PUBLIC CRITERIA (vendor),UPMC Health Plan,https://www.upmchealthplan.com/en/providers/medical/announcements-updates/announcements/2024-announcements/05-03-interqual-criteria-sets-for-prior-authorizations,"UPMC Health Plan uses Interqual criteria sets for prior authorizations (provider announcement, May 2024)",05/2024,,"UPMC publishes no procedure-specific public medical-necessity policy for TKA; announcement states verbatim 'UPMC Health Plan uses Interqual criteria sets for prior authorizations.' Tool: InterQual (licensed, not public)."
UPMC Health Plan,UPMC Health Plan (Marketplace),ACA Marketplace,National,Total hip arthroplasty (THA),27130,NO PUBLIC CRITERIA (vendor),UPMC Health Plan,https://www.upmchealthplan.com/en/providers/medical/announcements-updates/announcements/2024-announcements/05-03-interqual-criteria-sets-for-prior-authorizations,"UPMC Health Plan uses Interqual criteria sets for prior authorizations (provider announcement, May 2024)",05/2024,,No public UPMC THA policy; UPMC uses InterQual criteria sets for prior authorizations. Tool: InterQual.
UPMC Health Plan,UPMC Health Plan (Marketplace),ACA Marketplace,National,Arthroscopic rotator cuff repair,29827,NO PUBLIC CRITERIA (vendor),UPMC Health Plan,https://www.upmchealthplan.com/en/providers/medical/announcements-updates/announcements/2024-announcements/05-03-interqual-criteria-sets-for-prior-authorizations,"UPMC Health Plan uses Interqual criteria sets for prior authorizations (provider announcement, May 2024)",05/2024,,No public UPMC rotator cuff policy; UPMC uses InterQual criteria sets for prior authorizations. Tool: InterQual.
UPMC Health Plan,UPMC Health Plan (Marketplace),ACA Marketplace,National,Total shoulder arthroplasty,23472,NO PUBLIC CRITERIA (vendor),UPMC Health Plan,https://www.upmchealthplan.com/en/providers/medical/announcements-updates/announcements/2024-announcements/05-03-interqual-criteria-sets-for-prior-authorizations,"UPMC Health Plan uses Interqual criteria sets for prior authorizations (provider announcement, May 2024)",05/2024,,No public UPMC shoulder arthroplasty policy; UPMC uses InterQual criteria sets for prior authorizations. Tool: InterQual.
UPMC Health Plan,UPMC Health Plan (Marketplace),ACA Marketplace,National,ACL reconstruction,29888,NO PUBLIC CRITERIA (vendor),UPMC Health Plan,https://www.upmchealthplan.com/en/providers/medical/announcements-updates/announcements/2024-announcements/05-03-interqual-criteria-sets-for-prior-authorizations,"UPMC Health Plan uses Interqual criteria sets for prior authorizations (provider announcement, May 2024)",05/2024,,No public UPMC ACL policy; UPMC uses InterQual criteria sets for prior authorizations. Tool: InterQual.
UPMC Health Plan,UPMC Health Plan (Marketplace),ACA Marketplace,National,Lumbar fusion,22612,NO PUBLIC CRITERIA (vendor),UPMC Health Plan,https://www.upmchealthplan.com/en/providers/medical/announcements-updates/announcements/2024-announcements/05-03-interqual-criteria-sets-for-prior-authorizations,"UPMC Health Plan uses Interqual criteria sets for prior authorizations (provider announcement, May 2024)",05/2024,,No public UPMC lumbar fusion policy; UPMC uses InterQual criteria sets for prior authorizations. Tool: InterQual.
UPMC Health Plan,UPMC Health Plan (Marketplace),ACA Marketplace,National,Cervical fusion / ACDF,22551,NO PUBLIC CRITERIA (vendor),UPMC Health Plan,https://www.upmchealthplan.com/en/providers/medical/announcements-updates/announcements/2024-announcements/05-03-interqual-criteria-sets-for-prior-authorizations,"UPMC Health Plan uses Interqual criteria sets for prior authorizations (provider announcement, May 2024)",05/2024,,No public UPMC cervical fusion policy; UPMC uses InterQual criteria sets for prior authorizations. Tool: InterQual.
UPMC Health Plan,UPMC Health Plan (Marketplace),ACA Marketplace,National,Total ankle arthroplasty,27702,NO PUBLIC CRITERIA (vendor),UPMC Health Plan,https://www.upmchealthplan.com/en/providers/medical/announcements-updates/announcements/2024-announcements/05-03-interqual-criteria-sets-for-prior-authorizations,"UPMC Health Plan uses Interqual criteria sets for prior authorizations (provider announcement, May 2024)",05/2024,,No public UPMC total ankle policy; UPMC uses InterQual criteria sets for prior authorizations (2023 MSK announcement also confirms InterQual Connect for ankle arthroscopy codes). Tool: InterQual.
UPMC Health Plan,UPMC Health Plan (Marketplace),ACA Marketplace,National,Bunionectomy / hallux valgus,28296,NO PUBLIC CRITERIA (vendor),UPMC Health Plan,https://www.upmchealthplan.com/en/providers/medical/announcements-updates/announcements/2023-announcements/11-30-musculoskeletal-procedures-update,UPMC Health Plan provider announcement: Musculoskeletal procedures update (11/30/2023),02/01/2024,,"Announcement states distal first metatarsal osteotomy/bunionectomy (CPT 28296, 28299) requires prior authorization evaluated 'using corresponding Interqual Connect criteria' effective 2/1/2024. Tool: InterQual Connect (licensed, not public)."
UPMC Health Plan,UPMC Health Plan (Marketplace),ACA Marketplace,National,Hip arthroscopy,29914-29916,NO PUBLIC CRITERIA (vendor),UPMC Health Plan,https://www.upmchealthplan.com/en/providers/medical/announcements-updates/announcements/2024-announcements/05-03-interqual-criteria-sets-for-prior-authorizations,"UPMC Health Plan uses Interqual criteria sets for prior authorizations (provider announcement, May 2024)",05/2024,,No public UPMC hip arthroscopy policy; UPMC uses InterQual criteria sets for prior authorizations. Tool: InterQual.
UPMC Health Plan,UPMC Health Plan (Marketplace),ACA Marketplace,National,Lumbar microdiscectomy / decompression,63030,NO PUBLIC CRITERIA (vendor),UPMC Health Plan,https://www.upmchealthplan.com/en/providers/medical/announcements-updates/announcements/2024-announcements/05-03-interqual-criteria-sets-for-prior-authorizations,"UPMC Health Plan uses Interqual criteria sets for prior authorizations (provider announcement, May 2024)",05/2024,,No public UPMC lumbar decompression policy; UPMC uses InterQual criteria sets for prior authorizations. Tool: InterQual.
UPMC Health Plan,UPMC Health Plan (Marketplace),ACA Marketplace,National,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,NO PUBLIC CRITERIA (vendor),UPMC Health Plan,https://www.upmchealthplan.com/en/providers/medical/announcements-updates/announcements/2024-announcements/05-03-interqual-criteria-sets-for-prior-authorizations,"UPMC Health Plan uses Interqual criteria sets for prior authorizations (provider announcement, May 2024)",05/2024,,No public UPMC MRI medical-necessity policy found; UPMC uses InterQual criteria sets for prior authorizations. Tool: InterQual.
Wellmark BCBS,Wellmark (Marketplace),ACA Marketplace,National,Total knee arthroplasty (TKA),27447,NO PUBLIC CRITERIA (vendor),Wellmark BCBS,https://www.wellmark.com/provider/medical-policies-authorizations/interqual-and-smartsheets,InterQual and SmartSheets (Wellmark provider page),,,Wellmark publishes an A-Z medical policy list (fetched) but has no policy for this procedure; Wellmark states it uses InterQual criteria (Change Healthcare) for medical-necessity review. InterQual is proprietary: in-state providers view via provider 
Wellmark BCBS,Wellmark (Marketplace),ACA Marketplace,National,Total hip arthroplasty (THA),27130,NO PUBLIC CRITERIA (vendor),Wellmark BCBS,https://www.wellmark.com/provider/medical-policies-authorizations/interqual-and-smartsheets,InterQual and SmartSheets (Wellmark provider page),,,Wellmark publishes an A-Z medical policy list (fetched) but has no policy for this procedure; Wellmark states it uses InterQual criteria (Change Healthcare) for medical-necessity review. InterQual is proprietary: in-state providers view via provider 
Wellmark BCBS,Wellmark (Marketplace),ACA Marketplace,National,Arthroscopic rotator cuff repair,29827,NO PUBLIC CRITERIA (vendor),Wellmark BCBS,https://www.wellmark.com/provider/medical-policies-authorizations/interqual-and-smartsheets,InterQual and SmartSheets (Wellmark provider page),,,Wellmark publishes an A-Z medical policy list (fetched) but has no policy for this procedure; Wellmark states it uses InterQual criteria (Change Healthcare) for medical-necessity review. InterQual is proprietary: in-state providers view via provider 
Wellmark BCBS,Wellmark (Marketplace),ACA Marketplace,National,Total shoulder arthroplasty,23472,NO PUBLIC CRITERIA (vendor),Wellmark BCBS,https://www.wellmark.com/provider/medical-policies-authorizations/interqual-and-smartsheets,InterQual and SmartSheets (Wellmark provider page),,,Wellmark publishes an A-Z medical policy list (fetched) but has no policy for this procedure; Wellmark states it uses InterQual criteria (Change Healthcare) for medical-necessity review. InterQual is proprietary: in-state providers view via provider 
Wellmark BCBS,Wellmark (Marketplace),ACA Marketplace,National,ACL reconstruction,29888,NO PUBLIC CRITERIA (vendor),Wellmark BCBS,https://www.wellmark.com/provider/medical-policies-authorizations/interqual-and-smartsheets,InterQual and SmartSheets (Wellmark provider page),,,Wellmark publishes an A-Z medical policy list (fetched) but has no policy for this procedure; Wellmark states it uses InterQual criteria (Change Healthcare) for medical-necessity review. InterQual is proprietary: in-state providers view via provider 
Wellmark BCBS,Wellmark (Marketplace),ACA Marketplace,National,Lumbar fusion,22612,NO PUBLIC CRITERIA (vendor),Wellmark BCBS,https://www.wellmark.com/provider/medical-policies-authorizations/interqual-and-smartsheets,InterQual and SmartSheets (Wellmark provider page),,,Wellmark publishes an A-Z medical policy list (fetched) but has no policy for this procedure; Wellmark states it uses InterQual criteria (Change Healthcare) for medical-necessity review. InterQual is proprietary: in-state providers view via provider 
Wellmark BCBS,Wellmark (Marketplace),ACA Marketplace,National,Cervical fusion / ACDF,22551,NO PUBLIC CRITERIA (vendor),Wellmark BCBS,https://www.wellmark.com/provider/medical-policies-authorizations/interqual-and-smartsheets,InterQual and SmartSheets (Wellmark provider page),,,Wellmark publishes an A-Z medical policy list (fetched) but has no policy for this procedure; Wellmark states it uses InterQual criteria (Change Healthcare) for medical-necessity review. InterQual is proprietary: in-state providers view via provider 
Wellmark BCBS,Wellmark (Marketplace),ACA Marketplace,National,Total ankle arthroplasty,27702,NO PUBLIC CRITERIA (vendor),Wellmark BCBS,https://www.wellmark.com/provider/medical-policies-authorizations/interqual-and-smartsheets,InterQual and SmartSheets (Wellmark provider page),,,Wellmark publishes an A-Z medical policy list (fetched) but has no policy for this procedure; Wellmark states it uses InterQual criteria (Change Healthcare) for medical-necessity review. InterQual is proprietary: in-state providers view via provider 
Wellmark BCBS,Wellmark (Marketplace),ACA Marketplace,National,Bunionectomy / hallux valgus,28296,NO PUBLIC CRITERIA (vendor),Wellmark BCBS,https://www.wellmark.com/provider/medical-policies-authorizations/interqual-and-smartsheets,InterQual and SmartSheets (Wellmark provider page),,,Wellmark publishes an A-Z medical policy list (fetched) but has no policy for this procedure; Wellmark states it uses InterQual criteria (Change Healthcare) for medical-necessity review. InterQual is proprietary: in-state providers view via provider 
Wellmark BCBS,Wellmark (Marketplace),ACA Marketplace,National,Hip arthroscopy,29914-29916,NO PUBLIC CRITERIA (vendor),Wellmark BCBS,https://www.wellmark.com/provider/medical-policies-authorizations/interqual-and-smartsheets,InterQual and SmartSheets (Wellmark provider page),,,Wellmark publishes an A-Z medical policy list (fetched) but has no policy for this procedure; Wellmark states it uses InterQual criteria (Change Healthcare) for medical-necessity review. InterQual is proprietary: in-state providers view via provider 
Wellmark BCBS,Wellmark (Marketplace),ACA Marketplace,National,Lumbar microdiscectomy / decompression,63030,NO PUBLIC CRITERIA (vendor),Wellmark BCBS,https://www.wellmark.com/provider/medical-policies-authorizations/interqual-and-smartsheets,InterQual and SmartSheets (Wellmark provider page),,,Wellmark publishes an A-Z medical policy list (fetched) but has no policy for this procedure; Wellmark states it uses InterQual criteria (Change Healthcare) for medical-necessity review. InterQual is proprietary: in-state providers view via provider 
Wellmark BCBS,Wellmark (Marketplace),ACA Marketplace,National,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,NO PUBLIC CRITERIA (vendor),Wellmark BCBS,https://www.wellmark.com/provider/medical-policies-authorizations/manage-authorizations/evicore-specialty-authorizations,EviCore specialty authorizations (Wellmark provider page),,,"Wellmark delegates advanced imaging (radiology/cardiovascular) prior auth for commercial plans to eviCore by Evernorth; page fetched - clinical guidelines 'located on EviCore's website', not published by Wellmark. Excludes MA and FEP."
BCBS Michigan,Blue Cross Complete of Michigan,Medicaid,Michigan,Total knee arthroplasty (TKA),27447,VERIFIED (state Medicaid doc),Michigan Medicaid,https://www.mdch.state.mi.us/dch-medicaid/manuals/MedicaidProviderManual.pdf,MDHHS Michigan Medicaid Provider Manual (Practitioner and General Information for Providers chapters),"July 1, 2026","In order for Medicaid to reimburse the provider in this situation, MDHHS requires that the provider obtain authorization for these services before the service is rendered.",Single consolidated manual PDF; PA rules sit in General Information/Practitioner chapters. No orthopedic-specific FFS criteria located in fetched portions; most beneficiaries are in Medicaid Health Plans applying their own UM criteria (InterQual/MCG)
BCBS Michigan,Blue Cross Complete of Michigan,Medicaid,Michigan,Total hip arthroplasty (THA),27130,VERIFIED (state Medicaid doc),Michigan Medicaid,https://www.mdch.state.mi.us/dch-medicaid/manuals/MedicaidProviderManual.pdf,MDHHS Michigan Medicaid Provider Manual (Practitioner and General Information for Providers chapters),"July 1, 2026","In order for Medicaid to reimburse the provider in this situation, MDHHS requires that the provider obtain authorization for these services before the service is rendered.",Single consolidated manual PDF; PA rules sit in General Information/Practitioner chapters. No orthopedic-specific FFS criteria located in fetched portions; most beneficiaries are in Medicaid Health Plans applying their own UM criteria (InterQual/MCG)
BCBS Michigan,Blue Cross Complete of Michigan,Medicaid,Michigan,Arthroscopic rotator cuff repair,29827,VERIFIED (state Medicaid doc),Michigan Medicaid,https://www.mdch.state.mi.us/dch-medicaid/manuals/MedicaidProviderManual.pdf,MDHHS Michigan Medicaid Provider Manual (Practitioner and General Information for Providers chapters),"July 1, 2026","In order for Medicaid to reimburse the provider in this situation, MDHHS requires that the provider obtain authorization for these services before the service is rendered.",Single consolidated manual PDF; PA rules sit in General Information/Practitioner chapters. No orthopedic-specific FFS criteria located in fetched portions; most beneficiaries are in Medicaid Health Plans applying their own UM criteria (InterQual/MCG)
BCBS Michigan,Blue Cross Complete of Michigan,Medicaid,Michigan,Total shoulder arthroplasty,23472,VERIFIED (state Medicaid doc),Michigan Medicaid,https://www.mdch.state.mi.us/dch-medicaid/manuals/MedicaidProviderManual.pdf,MDHHS Michigan Medicaid Provider Manual (Practitioner and General Information for Providers chapters),"July 1, 2026","In order for Medicaid to reimburse the provider in this situation, MDHHS requires that the provider obtain authorization for these services before the service is rendered.",Single consolidated manual PDF; PA rules sit in General Information/Practitioner chapters. No orthopedic-specific FFS criteria located in fetched portions; most beneficiaries are in Medicaid Health Plans applying their own UM criteria (InterQual/MCG)
BCBS Michigan,Blue Cross Complete of Michigan,Medicaid,Michigan,ACL reconstruction,29888,VERIFIED (state Medicaid doc),Michigan Medicaid,https://www.mdch.state.mi.us/dch-medicaid/manuals/MedicaidProviderManual.pdf,MDHHS Michigan Medicaid Provider Manual (Practitioner and General Information for Providers chapters),"July 1, 2026","In order for Medicaid to reimburse the provider in this situation, MDHHS requires that the provider obtain authorization for these services before the service is rendered.",Single consolidated manual PDF; PA rules sit in General Information/Practitioner chapters. No orthopedic-specific FFS criteria located in fetched portions; most beneficiaries are in Medicaid Health Plans applying their own UM criteria (InterQual/MCG)
BCBS Michigan,Blue Cross Complete of Michigan,Medicaid,Michigan,Lumbar fusion,22612,VERIFIED (state Medicaid doc),Michigan Medicaid,https://www.mdch.state.mi.us/dch-medicaid/manuals/MedicaidProviderManual.pdf,MDHHS Michigan Medicaid Provider Manual (Practitioner and General Information for Providers chapters),"July 1, 2026","In order for Medicaid to reimburse the provider in this situation, MDHHS requires that the provider obtain authorization for these services before the service is rendered.",Single consolidated manual PDF; PA rules sit in General Information/Practitioner chapters. No orthopedic-specific FFS criteria located in fetched portions; most beneficiaries are in Medicaid Health Plans applying their own UM criteria (InterQual/MCG)
BCBS Michigan,Blue Cross Complete of Michigan,Medicaid,Michigan,Cervical fusion / ACDF,22551,VERIFIED (state Medicaid doc),Michigan Medicaid,https://www.mdch.state.mi.us/dch-medicaid/manuals/MedicaidProviderManual.pdf,MDHHS Michigan Medicaid Provider Manual (Practitioner and General Information for Providers chapters),"July 1, 2026","In order for Medicaid to reimburse the provider in this situation, MDHHS requires that the provider obtain authorization for these services before the service is rendered.",Single consolidated manual PDF; PA rules sit in General Information/Practitioner chapters. No orthopedic-specific FFS criteria located in fetched portions; most beneficiaries are in Medicaid Health Plans applying their own UM criteria (InterQual/MCG)
BCBS Michigan,Blue Cross Complete of Michigan,Medicaid,Michigan,Total ankle arthroplasty,27702,VERIFIED (state Medicaid doc),Michigan Medicaid,https://www.mdch.state.mi.us/dch-medicaid/manuals/MedicaidProviderManual.pdf,MDHHS Michigan Medicaid Provider Manual (Practitioner and General Information for Providers chapters),"July 1, 2026","In order for Medicaid to reimburse the provider in this situation, MDHHS requires that the provider obtain authorization for these services before the service is rendered.",Single consolidated manual PDF; PA rules sit in General Information/Practitioner chapters. No orthopedic-specific FFS criteria located in fetched portions; most beneficiaries are in Medicaid Health Plans applying their own UM criteria (InterQual/MCG)
BCBS Michigan,Blue Cross Complete of Michigan,Medicaid,Michigan,Bunionectomy / hallux valgus,28296,VERIFIED (state Medicaid doc),Michigan Medicaid,https://www.mdch.state.mi.us/dch-medicaid/manuals/MedicaidProviderManual.pdf,MDHHS Michigan Medicaid Provider Manual (Practitioner and General Information for Providers chapters),"July 1, 2026","In order for Medicaid to reimburse the provider in this situation, MDHHS requires that the provider obtain authorization for these services before the service is rendered.",Single consolidated manual PDF; PA rules sit in General Information/Practitioner chapters. No orthopedic-specific FFS criteria located in fetched portions; most beneficiaries are in Medicaid Health Plans applying their own UM criteria (InterQual/MCG)
BCBS Michigan,Blue Cross Complete of Michigan,Medicaid,Michigan,Hip arthroscopy,29914-29916,VERIFIED (state Medicaid doc),Michigan Medicaid,https://www.mdch.state.mi.us/dch-medicaid/manuals/MedicaidProviderManual.pdf,MDHHS Michigan Medicaid Provider Manual (Practitioner and General Information for Providers chapters),"July 1, 2026","In order for Medicaid to reimburse the provider in this situation, MDHHS requires that the provider obtain authorization for these services before the service is rendered.",Single consolidated manual PDF; PA rules sit in General Information/Practitioner chapters. No orthopedic-specific FFS criteria located in fetched portions; most beneficiaries are in Medicaid Health Plans applying their own UM criteria (InterQual/MCG)
