state,insurance_company,plan_type,surgery,cpt,status,policy_title,effective_date,policy_url,note
Wisconsin,MHS Health Wisconsin,Commercial/ACA,Total knee replacement,27447,NO PUBLIC CRITERIA (vendor),,,https://www.ambetterhealth.com/en/ia/provider-resources/clinical-payment-policies/,"No corporate CP.MP clinical policy exists for TKA. Ambetter states: 'Ambetter Health utilizes InterQual criteria for those medical technologies, procedures or pharmaceutical treatm"
Wisconsin,MHS Health Wisconsin,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Wisconsin,MHS Health Wisconsin,Commercial/ACA,ACL reconstruction,29888,NO PUBLIC CRITERIA (vendor),,,https://www.ambetterhealth.com/en/ia/provider-resources/clinical-payment-policies/,No CP.MP policy; InterQual per Ambetter statement; ACL repair listed in TurningPoint MSK program (criteria by request only).
Wisconsin,MHS Health Wisconsin,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
Wisconsin,MHS Health Wisconsin,Commercial/ACA,Total hip replacement,27130,NO PUBLIC CRITERIA (vendor),,,https://www.ambetterhealth.com/en/ia/provider-resources/clinical-payment-policies/,"No CP.MP policy for THA in Ambetter clinical policy manual; defers to InterQual, with MSK surgery PA delegated to TurningPoint (GA/TX and others) or Evolent (MO); vendor criteria n"
Wisconsin,MHS Health Wisconsin,Commercial/ACA,Hip arthroscopy,29914,NO PUBLIC CRITERIA (vendor),,,https://www.ambetterhealth.com/en/ia/provider-resources/clinical-payment-policies/,No CP.MP policy for hip arthroscopy/FAI; InterQual per Ambetter statement; arthroscopic procedures listed in TurningPoint MSK program (criteria by request only).
Wisconsin,MHS Health Wisconsin,Commercial/ACA,Rotator cuff repair,29827,NO PUBLIC CRITERIA (vendor),,,https://www.ambetterhealth.com/en/ia/provider-resources/clinical-payment-policies/,No CP.MP policy; InterQual per Ambetter statement; rotator cuff repair listed in TurningPoint MSK Surgical Quality and Safety Management program (criteria by request only).
Wisconsin,MHS Health Wisconsin,Commercial/ACA,Total shoulder replacement,23472,NO PUBLIC CRITERIA (vendor),,,https://www.ambetterhealth.com/en/ia/provider-resources/clinical-payment-policies/,No CP.MP policy; InterQual per Ambetter statement; shoulder arthroplasty listed in TurningPoint MSK program (criteria by request only).
Wisconsin,MHS Health Wisconsin,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Wisconsin,MHS Health Wisconsin,Commercial/ACA,Total ankle replacement,27702,NO PUBLIC CRITERIA (vendor),,,https://www.ambetterhealth.com/en/ia/provider-resources/clinical-payment-policies/,No CP.MP policy; InterQual per Ambetter statement; ankle arthroplasty listed in TurningPoint MSK program (criteria by request only).
Wisconsin,MHS Health Wisconsin,Commercial/ACA,Bunion surgery (hallux valgus),28296,NO PUBLIC CRITERIA (vendor),,,https://www.ambetterhealth.com/en/ia/provider-resources/clinical-payment-policies/,No CP.MP policy for bunionectomy/hallux valgus; defaults to InterQual per Ambetter statement.
Wisconsin,MHS Health Wisconsin,Commercial/ACA,Lower back (lumbar) fusion,22612,NO PUBLIC CRITERIA (vendor),,,https://www.ambetterhealth.com/en/ia/provider-resources/clinical-payment-policies/,No CP.MP policy for lumbar fusion (spine CP.MPs cover only decompression/injection procedures); InterQual per Ambetter statement; spinal fusion listed in TurningPoint MSK program (
Wisconsin,MHS Health Wisconsin,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,NO PUBLIC CRITERIA (vendor),,,https://www.ambetterhealth.com/en/ia/provider-resources/clinical-payment-policies/,No CP.MP policy for cervical fusion; InterQual per Ambetter statement; cervical fusion listed in TurningPoint MSK program (criteria by request only).
Wisconsin,MHS Health Wisconsin,Commercial/ACA,Lower back disc surgery / decompression,63030,VERIFIED,Clinical Policy: Disc Decompression Procedures (CP.MP.114),Date of Last Revision: 04/25,https://www.ambetterhealth.com/content/dam/centene/ambetteril/clinical-policies/CP.MP.114.pdf,Criteria section addresses open discectomy/microdiscectomy for radiculopathy. Caveat: coding table lists 62287 (percutaneous) as supporting coverage and does not enumerate 63030. S
Wisconsin,Medicare,Medicare / Medicare Advantage,Total knee replacement,27447,VERIFIED (CMS LCD/NCD),Total Joint Arthroplasty (L36039),04/01/2026,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36039&ver=13,"NGS LCD 'Total Joint Arthroplasty' L36039 — contractor now listed in MCD as Wellpoint Federal (NGS rebrand); currently in effect, current revision eff 04/01/2026; covers J6 (IL/MN/"
Wisconsin,Medicare,Medicare / Medicare Advantage,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Wisconsin,Medicare,Medicare / Medicare Advantage,ACL reconstruction,29888,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD in any jurisdiction — general medical-necessity review. No MAC LCD or billing article for 29888/anterior cruciate ligament reconstruction found in MCD.
Wisconsin,Medicare,Medicare / Medicare Advantage,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
Wisconsin,Medicare,Medicare / Medicare Advantage,Total hip replacement,27130,VERIFIED (CMS LCD/NCD),Total Joint Arthroplasty (L36039),04/01/2026,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36039&ver=13,"NGS LCD 'Total Joint Arthroplasty' L36039 — contractor now listed in MCD as Wellpoint Federal (NGS rebrand); currently in effect, current revision eff 04/01/2026; covers J6 (IL/MN/"
Wisconsin,Medicare,Medicare / Medicare Advantage,Hip arthroscopy,29914,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,"no active LCD in any jurisdiction — general medical-necessity review. Searches for 29914/29915/29916, hip arthroscopy, and femoroacetabular impingement return only Total Joint Arth"
Wisconsin,Medicare,Medicare / Medicare Advantage,Rotator cuff repair,29827,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD in any jurisdiction — general medical-necessity review. Checked MCD via cms.gov site search and Coverage API (2026-08-18); only Total Shoulder Arthroplasty LCDs (e.g.
Wisconsin,Medicare,Medicare / Medicare Advantage,Total shoulder replacement,23472,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD — general medical-necessity review
Wisconsin,Medicare,Medicare / Medicare Advantage,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Wisconsin,Medicare,Medicare / Medicare Advantage,Total ankle replacement,27702,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD in any jurisdiction — general medical-necessity review. MAC 'Total Joint Arthroplasty' LCDs explicitly cover hip/knee only: Palmetto L33456 and WPS L39911 state they 
Wisconsin,Medicare,Medicare / Medicare Advantage,Bunion surgery (hallux valgus),28296,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD in any jurisdiction — general medical-necessity review. Verified (not assumed): cms.gov site-restricted searches for bunion/bunionectomy/hallux valgus/hammertoe/foot 
Wisconsin,Medicare,Medicare / Medicare Advantage,Lower back (lumbar) fusion,22612,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD — general medical-necessity review
Wisconsin,Medicare,Medicare / Medicare Advantage,Neck (cervical) fusion (ACDF),22551,VERIFIED (CMS LCD/NCD),LCD L39770 - Cervical Fusion,08/01/2024 (rev. eff. 04/09/2026),https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39770,Contractor listed as Wellpoint Federal (formerly National Government Services).
Wisconsin,Medicare,Medicare / Medicare Advantage,Lower back disc surgery / decompression,63030,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD — general medical-necessity review
Wisconsin,Medicaid,Medicaid,Total knee replacement,27447,VERIFIED (state Medicaid doc),ForwardHealth Online Handbook - Physician Services: Covered Services and Requirements (current),"rendered current as of August 18, 2026",https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?ia=1&p=1&sa=50&s=2&c=61,"This is the CURRENT Online Handbook section (Print.aspx render bypasses the portal's CPT click-through gate), superseding the 2005 archival phy_medicine_surgery.pdf. Topic #84 Medi"
Wisconsin,Medicaid,Medicaid,Partial knee replacement,27446,VERIFIED (state Medicaid doc),ForwardHealth Online Handbook - Physician Services: Covered Services and Requirements (current),"rendered current as of August 18, 2026",https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?ia=1&p=1&sa=50&s=2&c=61,"This is the CURRENT Online Handbook section (Print.aspx render bypasses the portal's CPT click-through gate), superseding the 2005 archival phy_medicine_surgery.pdf. Topic #84 Medi"
Wisconsin,Medicaid,Medicaid,ACL reconstruction,29888,VERIFIED (state Medicaid doc),ForwardHealth Online Handbook - Physician Services: Covered Services and Requirements (current),"rendered current as of August 18, 2026",https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?ia=1&p=1&sa=50&s=2&c=61,"This is the CURRENT Online Handbook section (Print.aspx render bypasses the portal's CPT click-through gate), superseding the 2005 archival phy_medicine_surgery.pdf. Topic #84 Medi"
Wisconsin,Medicaid,Medicaid,Knee arthroscopy / meniscus surgery,29881,VERIFIED (state Medicaid doc),ForwardHealth Online Handbook - Physician Services: Covered Services and Requirements (current),"rendered current as of August 18, 2026",https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?ia=1&p=1&sa=50&s=2&c=61,"This is the CURRENT Online Handbook section (Print.aspx render bypasses the portal's CPT click-through gate), superseding the 2005 archival phy_medicine_surgery.pdf. Topic #84 Medi"
Wisconsin,Medicaid,Medicaid,Total hip replacement,27130,VERIFIED (state Medicaid doc),ForwardHealth Online Handbook - Physician Services: Covered Services and Requirements (current),"rendered current as of August 18, 2026",https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?ia=1&p=1&sa=50&s=2&c=61,"This is the CURRENT Online Handbook section (Print.aspx render bypasses the portal's CPT click-through gate), superseding the 2005 archival phy_medicine_surgery.pdf. Topic #84 Medi"
Wisconsin,Medicaid,Medicaid,Hip arthroscopy,29914,VERIFIED (state Medicaid doc),ForwardHealth Online Handbook - Physician Services: Covered Services and Requirements (current),"rendered current as of August 18, 2026",https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?ia=1&p=1&sa=50&s=2&c=61,"This is the CURRENT Online Handbook section (Print.aspx render bypasses the portal's CPT click-through gate), superseding the 2005 archival phy_medicine_surgery.pdf. Topic #84 Medi"
Wisconsin,Medicaid,Medicaid,Rotator cuff repair,29827,VERIFIED (state Medicaid doc),ForwardHealth Online Handbook - Physician Services: Covered Services and Requirements (current),"rendered current as of August 18, 2026",https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?ia=1&p=1&sa=50&s=2&c=61,"This is the CURRENT Online Handbook section (Print.aspx render bypasses the portal's CPT click-through gate), superseding the 2005 archival phy_medicine_surgery.pdf. Topic #84 Medi"
Wisconsin,Medicaid,Medicaid,Total shoulder replacement,23472,VERIFIED (state Medicaid doc),ForwardHealth Online Handbook - Physician Services: Covered Services and Requirements (current),"rendered current as of August 18, 2026",https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?ia=1&p=1&sa=50&s=2&c=61,"This is the CURRENT Online Handbook section (Print.aspx render bypasses the portal's CPT click-through gate), superseding the 2005 archival phy_medicine_surgery.pdf. Topic #84 Medi"
Wisconsin,Medicaid,Medicaid,Shoulder labral / instability repair,29806,VERIFIED (state Medicaid doc),ForwardHealth Online Handbook - Physician Services: Covered Services and Requirements (current),"rendered current as of August 18, 2026",https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?ia=1&p=1&sa=50&s=2&c=61,"This is the CURRENT Online Handbook section (Print.aspx render bypasses the portal's CPT click-through gate), superseding the 2005 archival phy_medicine_surgery.pdf. Topic #84 Medi"
Wisconsin,Medicaid,Medicaid,Total ankle replacement,27702,VERIFIED (state Medicaid doc),ForwardHealth Online Handbook - Physician Services: Covered Services and Requirements (current),"rendered current as of August 18, 2026",https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?ia=1&p=1&sa=50&s=2&c=61,"This is the CURRENT Online Handbook section (Print.aspx render bypasses the portal's CPT click-through gate), superseding the 2005 archival phy_medicine_surgery.pdf. Topic #84 Medi"
Wisconsin,Medicaid,Medicaid,Bunion surgery (hallux valgus),28296,VERIFIED (state Medicaid doc),ForwardHealth Online Handbook - Physician Services: Covered Services and Requirements (current),"rendered current as of August 18, 2026",https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?ia=1&p=1&sa=50&s=2&c=61,"This is the CURRENT Online Handbook section (Print.aspx render bypasses the portal's CPT click-through gate), superseding the 2005 archival phy_medicine_surgery.pdf. Topic #84 Medi"
Wisconsin,Medicaid,Medicaid,Lower back (lumbar) fusion,22612,VERIFIED (state Medicaid doc),ForwardHealth Online Handbook - Physician Services: Covered Services and Requirements (current),"rendered current as of August 18, 2026",https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?ia=1&p=1&sa=50&s=2&c=61,"This is the CURRENT Online Handbook section (Print.aspx render bypasses the portal's CPT click-through gate), superseding the 2005 archival phy_medicine_surgery.pdf. Topic #84 Medi"
Wisconsin,Medicaid,Medicaid,Neck (cervical) fusion (ACDF),22551,VERIFIED (state Medicaid doc),ForwardHealth Online Handbook - Physician Services: Covered Services and Requirements (current),"rendered current as of August 18, 2026",https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?ia=1&p=1&sa=50&s=2&c=61,"This is the CURRENT Online Handbook section (Print.aspx render bypasses the portal's CPT click-through gate), superseding the 2005 archival phy_medicine_surgery.pdf. Topic #84 Medi"
Wisconsin,Medicaid,Medicaid,Lower back disc surgery / decompression,63030,VERIFIED (state Medicaid doc),ForwardHealth Online Handbook - Physician Services: Covered Services and Requirements (current),"rendered current as of August 18, 2026",https://www.forwardhealth.wi.gov/WIPortal/Subsystem/KW/Print.aspx?ia=1&p=1&sa=50&s=2&c=61,"This is the CURRENT Online Handbook section (Print.aspx render bypasses the portal's CPT click-through gate), superseding the 2005 archival phy_medicine_surgery.pdf. Topic #84 Medi"
Wyoming,Blue Cross Blue Shield of Wyoming,Commercial/ACA,Total knee replacement,27447,NOT RESEARCHED (regional Blue),,,,
Wyoming,Blue Cross Blue Shield of Wyoming,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (regional Blue),,,,
Wyoming,Blue Cross Blue Shield of Wyoming,Commercial/ACA,ACL reconstruction,29888,NOT RESEARCHED (regional Blue),,,,
Wyoming,Blue Cross Blue Shield of Wyoming,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (regional Blue),,,,
Wyoming,Blue Cross Blue Shield of Wyoming,Commercial/ACA,Total hip replacement,27130,NOT RESEARCHED (regional Blue),,,,
Wyoming,Blue Cross Blue Shield of Wyoming,Commercial/ACA,Hip arthroscopy,29914,NOT RESEARCHED (regional Blue),,,,
Wyoming,Blue Cross Blue Shield of Wyoming,Commercial/ACA,Rotator cuff repair,29827,NOT RESEARCHED (regional Blue),,,,
Wyoming,Blue Cross Blue Shield of Wyoming,Commercial/ACA,Total shoulder replacement,23472,NOT RESEARCHED (regional Blue),,,,
Wyoming,Blue Cross Blue Shield of Wyoming,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (regional Blue),,,,
Wyoming,Blue Cross Blue Shield of Wyoming,Commercial/ACA,Total ankle replacement,27702,NOT RESEARCHED (regional Blue),,,,
Wyoming,Blue Cross Blue Shield of Wyoming,Commercial/ACA,Bunion surgery (hallux valgus),28296,NOT RESEARCHED (regional Blue),,,,
Wyoming,Blue Cross Blue Shield of Wyoming,Commercial/ACA,Lower back (lumbar) fusion,22612,NOT RESEARCHED (regional Blue),,,,
Wyoming,Blue Cross Blue Shield of Wyoming,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,NOT RESEARCHED (regional Blue),,,,
Wyoming,Blue Cross Blue Shield of Wyoming,Commercial/ACA,Lower back disc surgery / decompression,63030,NOT RESEARCHED (regional Blue),,,,
Wyoming,UnitedHealthcare,Commercial/ACA,Total knee replacement,27447,NO PUBLIC CRITERIA (vendor),Surgery of the Knee (Commercial),2026-06-01,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-knee.pdf,TKA criteria outsourced to InterQual; ACL 29888 is only listed in the code table with no ACL criteria.
Wyoming,UnitedHealthcare,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Wyoming,UnitedHealthcare,Commercial/ACA,ACL reconstruction,29888,CODE ONLY,Surgery of the Knee (Commercial),2026-06-01,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-knee.pdf,TKA criteria outsourced to InterQual; ACL 29888 is only listed in the code table with no ACL criteria.
Wyoming,UnitedHealthcare,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
Wyoming,UnitedHealthcare,Commercial/ACA,Total hip replacement,27130,NO PUBLIC CRITERIA (vendor),Surgery of the Hip (2026T0503JJ),"March 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-hip.pdf,"Policy defers to InterQual CP: Procedures for medical necessity criteria; only public rule is an FAI contraindication, no positive indications/conservative-care criteria in the pub"
Wyoming,UnitedHealthcare,Commercial/ACA,Hip arthroscopy,29914,NO PUBLIC CRITERIA (vendor),Surgery of the Hip (2026T0503JJ),"March 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-hip.pdf,"Policy defers to InterQual CP: Procedures for medical necessity criteria; only public rule is an FAI contraindication, no positive indications/conservative-care criteria in the pub"
Wyoming,UnitedHealthcare,Commercial/ACA,Rotator cuff repair,29827,NO PUBLIC CRITERIA (vendor),Surgery of the Shoulder (2026T0556FF),"January 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-shoulder.pdf,Defers to InterQual CP: Procedures (Arthroscopy Shoulder; Joint Replacement Shoulder); no public MN criteria for these codes.
Wyoming,UnitedHealthcare,Commercial/ACA,Total shoulder replacement,23472,NO PUBLIC CRITERIA (vendor),Surgery of the Shoulder (2026T0556FF),"January 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-shoulder.pdf,Defers to InterQual CP: Procedures (Arthroscopy Shoulder; Joint Replacement Shoulder); no public MN criteria for these codes.
Wyoming,UnitedHealthcare,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Wyoming,UnitedHealthcare,Commercial/ACA,Total ankle replacement,27702,NO PUBLIC CRITERIA (vendor),Surgery of the Ankle (2026T0622O),"July 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-ankle.pdf,"Defers to InterQual CP: Procedures: Total Joint Replacement (TJR), Ankle; no public MN criteria."
Wyoming,UnitedHealthcare,Commercial/ACA,Bunion surgery (hallux valgus),28296,NO PUBLIC CRITERIA (vendor),Surgery of the Foot (2026T0624O),"January 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-foot.pdf,"Bunionectomy/hallux valgus defers to InterQual CP: Procedures (Osteotomy, Distal Transpositional, First MT); public criteria in doc cover hallux rigidus/limitus, not 28296."
Wyoming,UnitedHealthcare,Commercial/ACA,Lower back (lumbar) fusion,22612,NO PUBLIC CRITERIA (vendor),Spinal Fusion and Decompression (2026T0639I),2026-04-01,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/spinal-fusion-decompression.pdf,"UHC 2026T0639I; the doc is real but criteria are outsourced to InterQual (proprietary, not in the public document)."
Wyoming,UnitedHealthcare,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,NO PUBLIC CRITERIA (vendor),Spinal Fusion and Decompression (2026T0639I),2026-04-01,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/spinal-fusion-decompression.pdf,"UHC 2026T0639I; the doc is real but criteria are outsourced to InterQual (proprietary, not in the public document)."
Wyoming,UnitedHealthcare,Commercial/ACA,Lower back disc surgery / decompression,63030,NO PUBLIC CRITERIA (vendor),Spinal Fusion and Decompression (2026T0639I),2026-04-01,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/spinal-fusion-decompression.pdf,"UHC 2026T0639I; the doc is real but criteria are outsourced to InterQual (proprietary, not in the public document)."
Wyoming,Cigna,Commercial/ACA,Total knee replacement,27447,VERIFIED,Cigna CMM-311 Knee Replacement/Arthroplasty (via eviCore),2026-03-07,https://www.evicore.com/sites/default/files/clinical-guidelines/2025-11/Cigna_CMM-311%20Knee%20Replacement%20Arthroplasty_V2.0.2025_Eff03.07.2026_Pub11.21.2025.pdf,verified in sweep 1
Wyoming,Cigna,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Wyoming,Cigna,Commercial/ACA,ACL reconstruction,29888,VERIFIED,Cigna CMM-312 Knee Surgery Arthroscopic/Open (via eviCore),"March 07, 2026",https://www.evicore.com/sites/default/files/clinical-guidelines/2025-12/Cigna_CMM-312%20Knee%20Surg%20Arthro%20&%20Open%20Proc_eff03.07.2026_pub12.11.2025.pdf,verified in sweep 1
Wyoming,Cigna,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
Wyoming,Cigna,Commercial/ACA,Total hip replacement,27130,VERIFIED,Cigna CMM-313 Hip Replacement/Arthroplasty (via eviCore),"Effective Date: March 7, 2026; Published: 2025-11-21",https://www.evicore.com/sites/default/files/clinical-guidelines/2025-11/Cigna_CMM-313%20Hip%20Replacement%20Arthro_V2.0.2025_Eff03.07.2026_Pub11.21.2025.pdf,verified in sweep 1
Wyoming,Cigna,Commercial/ACA,Hip arthroscopy,29914,VERIFIED,Cigna CMM-314 Hip Surgery Arthroscopic/Open (via eviCore),"March 07, 2026",https://www.evicore.com/sites/default/files/clinical-guidelines/2025-11/Cigna_CMM-314%20Hip%20Surg%20Arthro%20Open%20Proc_V2.0.2025_Eff03.07.2026_Pub11.21.2025.pdf,verified in sweep 1
Wyoming,Cigna,Commercial/ACA,Rotator cuff repair,29827,VERIFIED,Cigna CMM-315 Shoulder Surgery Arthroscopic/Open (via eviCore),"March 07, 2026",https://www.evicore.com/sites/default/files/clinical-guidelines/2025-11/Cigna_CMM-315%20Shoulder%20Surg%20Arthro%20Open%20Proc_V2.0.2025_Eff03.07.2026_Pub11.21.2025.pdf,verified in sweep 1
Wyoming,Cigna,Commercial/ACA,Total shoulder replacement,23472,VERIFIED,Cigna CMM-318 Shoulder Arthroplasty (via eviCore),"March 07, 2026",https://www.evicore.com/sites/default/files/clinical-guidelines/2025-12/Cigna_CMM-318_Shoulder%20Arthro%20Replace%20Revision_V2.0.2025_Eff03.07.2026_Pub12.11.2025.pdf,verified in sweep 1
Wyoming,Cigna,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Wyoming,Cigna,Commercial/ACA,Total ankle replacement,27702,VERIFIED,Cigna Medical Coverage Policy 0285 Total Ankle Arthroplasty,3/15/2026,https://static.cigna.com/assets/chcp/pdf/coveragePolicies/medical/mm_0285_coveragepositioncriteria_total_ankle_arthroplasty.pdf,verified in sweep 1
Wyoming,Cigna,Commercial/ACA,Bunion surgery (hallux valgus),28296,NOT FOUND,,,,
Wyoming,Cigna,Commercial/ACA,Lower back (lumbar) fusion,22612,VERIFIED,Cigna CMM-609 Lumbar Fusion (via eviCore),"December 18, 2025",https://www.evicore.com/sites/default/files/clinical-guidelines/2025-11/Cigna%20CMM-609%20Lumbar%20Fusion_Final_V2.0.2025_Eff12.18.2025_pub11.18.2025.pdf,verified in sweep 1
Wyoming,Cigna,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,VERIFIED,Cigna Medical Coverage Policies - Musculoskeletal: CMM-601 Anterior Cervical Discectomy and Fusion (V1.0.2026),08/04/2026,https://www.evicore.com/sites/default/files/clinical-guidelines/2026-04/Cigna_CMM-601%20Ant%20Cerv%20Discec%20%26%20Fusion_V1.0.2026_Eff08.04.2026_Pub04.28.2026.pdf,"Current replacement for stale mm_0527 (2020). CPT 22551 confirmed in codes table. Related current docs: CMM-604 Posterior Cervical Fusion and CMM-605 Cervical Microdiscectomy, both"
Wyoming,Cigna,Commercial/ACA,Lower back disc surgery / decompression,63030,VERIFIED,"Cigna Medical Coverage Policies - Musculoskeletal: CMM-606 Lumbar Microdiscectomy (Laminotomy, Laminectomy, or Hemilaminectomy) (V1.0.2026)",08/04/2026,https://www.evicore.com/sites/default/files/clinical-guidelines/2026-04/Cigna_CMM-606%20Lumbar%20Microdiscectomy_V1.0.2026_Eff08.04.2026_Pub04.30.2026.pdf,"Current version (V1.0.2026, eff 08/04/2026, pub 04/30/2026). CPT 63030 confirmed in codes table. CMM-608 Lumbar Decompression (same eff date) also available for laminectomy-only ca"
Wyoming,Aetna,Commercial/ACA,Total knee replacement,27447,VERIFIED,Knee Arthroplasty (CPB 0660),Last Review Date: 2026-02-26,https://www.aetna.com/cpb/medical/data/600_699/0660.html,verified in sweep 1
Wyoming,Aetna,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Wyoming,Aetna,Commercial/ACA,ACL reconstruction,29888,CODE ONLY,Allograft Transplants of the Extremities (CPB 0364),Last Review Date: 2026-05-15,https://www.aetna.com/cpb/medical/data/300_399/0364.html,This is an allograft-transplant policy; it lists 29888 among ligament allograft codes but states no medical-necessity indications/conservative-care/imaging criteria for ACL reconst
Wyoming,Aetna,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
Wyoming,Aetna,Commercial/ACA,Total hip replacement,27130,VERIFIED,Hip Arthroplasty (CPB 0287),Last Review Date: 2026-07-17,https://www.aetna.com/cpb/medical/data/200_299/0287.html,verified in sweep 1
Wyoming,Aetna,Commercial/ACA,Hip arthroscopy,29914,VERIFIED,Hip Preservation Surgery (CPB 0736),Last Review Date: 2026-07-31,https://www.aetna.com/cpb/medical/data/700_799/0736.html,verified in sweep 1
Wyoming,Aetna,Commercial/ACA,Rotator cuff repair,29827,NOT FOUND,,,,
Wyoming,Aetna,Commercial/ACA,Total shoulder replacement,23472,VERIFIED,Shoulder Arthroplasty and Arthrodesis (CPB 0837),"Last Review Date: June 25, 2026",https://www.aetna.com/cpb/medical/data/800_899/0837.html,verified in sweep 1
Wyoming,Aetna,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Wyoming,Aetna,Commercial/ACA,Total ankle replacement,27702,VERIFIED,Total Ankle Arthroplasty (CPB 0645),Last Review Date: 2026-05-15,https://www.aetna.com/cpb/medical/data/600_699/0645.html,verified in sweep 1
Wyoming,Aetna,Commercial/ACA,Bunion surgery (hallux valgus),28296,VERIFIED,Bunionectomy (CPB 0629),Last Review Date: 2025-12-11,https://www.aetna.com/cpb/medical/data/600_699/0629.html,verified in sweep 1
